period,zip,income,ad,mm,bkd
0,9,69058,0,0,0
1,9,50605,0,0,1
0,9,NA,0,0,1
1,9,7311,1,0,0
0,9,NA,0,0,1
1,9,90544,0,0,0
0,9,46001,0,0,0
1,9,27762,0,0,0
0,9,20050,0,0,0
1,9,53624,0,0,0
0,9,46500,0,0,1
1,9,41754,0,0,1
0,9,9124,0,0,0
1,9,1262,0,0,0
0,9,10543,0,0,1
1,9,68150,0,0,1
0,9,15367,0,0,0
1,9,9820,0,0,0
0,9,2428,0,0,0
1,9,10157,1,0,1
0,9,8284,0,0,0
1,9,10132,1,0,1
0,9,20276,0,0,0
1,9,14705,0,0,0
0,9,65696,0,0,0
1,9,3891,0,0,0
0,9,4175,0,0,0
1,9,6205,0,0,0
0,9,18055,0,0,0
1,9,163400,0,0,0
0,9,73135,0,0,0
1,9,12732,0,0,0
0,9,8532,0,0,0
1,9,65799,1,0,0
0,9,25293,0,0,0
1,9,12231,0,0,1
0,9,17901,0,0,0
1,9,NA,1,0,0
0,9,16724,0,0,0
1,9,NA,1,0,1
0,9,NA,0,0,1
1,9,10809,0,0,0
0,9,2450,0,0,1
1,9,18189,0,0,0
0,9,63105,0,0,0
1,9,15624,1,0,0
0,9,36108,0,0,1
1,9,10748,0,0,1
0,9,7427,0,0,0
1,9,NA,1,0,0
0,9,12649,0,0,1
1,9,43159,0,0,0
0,9,NA,0,0,1
1,9,12328,0,0,0
0,9,20559,0,0,0
1,9,46678,0,0,0
0,9,80007,0,0,0
1,9,12499,0,0,0
0,9,11467,0,0,0
1,9,13549,1,0,0
0,9,62335,0,0,1
1,9,8754,0,0,1
0,9,9711,0,0,0
1,9,14415,0,0,0
0,9,5084,0,0,0
1,9,12156,0,0,0
0,9,12470,0,0,1
1,9,19735,0,0,0
0,9,36715,0,1,1
1,9,89294,0,0,1
0,9,41839,0,0,0
1,9,5213,0,0,0
0,9,83696,0,0,0
1,9,NA,1,0,1
0,9,19828,0,0,1
1,9,71277,1,0,1
0,9,31958,0,0,1
1,9,15934,0,0,1
0,9,10383,0,0,0
1,9,45110,0,0,0
0,9,2037,0,0,1
1,9,15921,1,0,0
0,9,6022,0,0,0
1,9,2466,1,0,0
0,9,23223,0,0,0
1,9,16356,0,0,0
0,9,2456,0,0,0
1,9,14053,0,0,0
0,9,NA,0,0,1
1,9,35354,0,0,0
0,9,24951,0,0,0
1,9,NA,1,0,1
0,9,22534,0,0,0
1,9,26842,0,0,1
0,9,16595,0,0,1
1,9,6592,0,0,1
0,9,23929,0,0,0
1,9,46761,0,0,1
0,9,180811,0,0,1
1,9,11954,0,0,1
0,10,19583,0,0,0
1,10,2307,0,0,0
0,10,8765,0,0,0
1,10,70228,0,0,0
0,10,NA,0,0,1
1,10,NA,1,0,0
0,10,37727,0,0,0
1,10,7488,0,0,0
0,10,19657,0,0,0
1,10,24421,0,0,0
0,10,14172,0,0,1
1,10,23776,0,0,1
0,10,10064,0,0,1
1,10,6108,1,0,0
0,10,32800,0,0,0
1,10,78011,0,0,0
0,10,NA,0,0,0
1,10,18059,0,0,0
0,10,14418,0,0,0
1,10,79596,0,0,1
0,10,58144,0,0,1
1,10,78834,0,0,1
0,10,NA,0,0,0
1,10,25454,1,0,0
0,10,31899,0,0,1
1,10,25186,0,0,0
0,10,5829,0,0,0
1,10,166453,0,0,0
0,10,6156,0,0,1
1,10,50161,0,1,1
0,10,5624,0,0,0
1,10,7918,0,0,0
0,10,9526,0,0,0
1,10,NA,1,0,0
0,10,18044,0,0,0
1,10,8279,0,0,0
0,10,22642,0,0,0
1,10,145524,0,0,1
0,10,40468,0,0,0
1,10,3566,0,0,0
0,10,31207,0,0,0
1,10,20855,0,0,0
0,10,NA,0,0,0
1,10,32075,0,0,0
0,10,14946,0,0,1
1,10,5476,0,0,0
0,10,20282,0,0,0
1,10,63618,0,0,1
0,10,7916,0,0,0
1,10,9004,0,0,0
0,10,NA,0,0,0
1,10,48410,0,0,1
0,10,14489,0,0,0
1,10,11887,0,0,0
0,10,14748,0,0,0
1,10,58507,0,0,1
0,10,20523,0,0,0
1,10,25068,0,0,0
0,10,98922,0,0,0
1,10,46168,0,0,0
0,10,NA,0,0,1
1,10,108129,0,0,1
0,10,14156,0,0,0
1,10,17475,0,0,0
0,10,22877,0,0,0
1,10,30555,0,0,1
0,10,11721,0,0,0
1,10,24285,0,0,0
0,10,9529,0,0,1
1,10,27561,0,0,0
0,10,7506,0,0,0
1,10,15342,0,0,1
0,10,77827,0,0,1
1,10,13718,0,0,1
0,10,9636,0,0,0
1,10,NA,1,0,0
0,10,968,0,0,1
1,10,21433,0,0,0
0,10,NA,0,0,1
1,10,201816,0,0,0
0,10,11046,0,0,0
1,10,8677,1,0,0
0,10,190254,0,1,1
1,10,NA,1,0,0
0,10,19241,0,0,1
1,10,32298,0,0,0
0,10,12373,0,0,0
1,10,5766,0,0,0
0,10,41841,0,0,0
1,10,21156,0,0,0
0,10,17532,0,0,0
1,10,5192,0,0,1
0,10,8735,0,0,0
1,10,31353,0,0,0
0,10,7473,0,0,0
1,10,31896,0,0,0
0,10,67026,0,0,0
1,10,49909,0,0,0
0,10,5125,0,0,0
1,10,21975,0,0,0
0,10,19547,0,0,1
1,10,47841,0,0,0
0,10,28393,0,0,1
1,10,5230,0,0,0
0,10,13799,0,0,0
1,10,59747,1,0,0
0,10,49287,0,0,0
1,10,120726,0,0,1
0,10,7259,0,0,1
1,10,9897,1,0,1
0,10,13311,0,0,0
1,10,NA,1,0,1
0,10,21436,0,0,0
1,10,85274,0,0,0
0,10,33885,0,0,0
1,10,22318,0,0,0
0,10,120615,0,0,1
1,10,32503,0,0,1
0,10,38660,0,0,1
1,10,19904,0,0,1
0,10,16410,0,0,0
1,10,9411,0,0,1
0,10,5371,0,0,1
1,10,15488,0,0,1
0,10,19891,0,0,0
1,10,120368,0,0,0
0,10,62887,0,0,0
1,10,13553,0,0,0
0,10,49241,0,0,0
1,10,6538,0,0,1
0,10,21818,0,0,1
1,10,31022,0,0,1
0,10,3545,0,0,0
1,10,63792,0,0,1
0,10,9729,0,0,0
1,10,3166,0,0,0
0,10,5586,0,0,0
1,10,2697,1,0,0
0,10,NA,0,0,1
1,10,44200,0,0,0
0,10,11038,0,0,0
1,10,5675,0,0,0
0,10,13865,0,0,1
1,10,19474,0,0,0
0,10,24766,0,0,0
1,10,30280,0,0,1
0,10,NA,0,0,0
1,10,17930,0,0,0
0,10,59500,0,0,1
1,10,NA,1,0,0
0,10,NA,0,0,1
1,10,NA,1,0,0
0,10,19717,0,0,1
1,10,72521,0,0,0
0,10,NA,0,0,0
1,10,56778,0,0,0
0,10,NA,0,0,0
1,10,55019,0,0,1
0,10,39333,0,0,1
1,10,NA,1,0,0
0,10,7621,0,0,0
1,10,76442,0,0,0
0,10,12205,0,0,1
1,10,72141,0,0,0
0,10,37407,0,0,0
1,10,6632,0,0,0
0,10,11290,0,0,0
1,10,5289,0,0,0
0,10,23410,0,0,0
1,10,562,0,0,0
0,10,NA,0,0,0
1,10,25889,0,0,0
0,10,43715,0,0,0
1,10,15496,0,0,1
0,10,81269,0,0,0
1,10,23395,0,0,0
0,10,7252,0,0,1
1,10,17897,0,0,0
0,10,47640,0,0,1
1,10,4558,0,0,1
0,10,18019,0,0,0
1,10,8730,0,0,0
0,10,4127,0,0,1
1,10,157453,0,0,1
0,10,22880,0,0,0
1,10,32363,0,0,0
0,10,21940,0,0,0
1,10,3982,0,0,0
0,10,20821,0,0,0
1,10,74487,0,0,0
0,10,76579,0,0,1
1,10,11540,0,0,0
0,10,88125,0,0,1
1,10,86665,0,0,0
0,10,43707,0,1,0
1,10,102368,0,0,0
0,10,53405,0,0,0
1,10,32789,0,0,0
0,10,2768,0,0,1
1,10,38522,1,0,0
0,10,20890,0,0,0
1,10,8376,0,0,0
0,10,16656,0,0,1
1,10,7147,0,0,0
0,10,65335,0,0,1
1,10,16299,0,0,1
0,10,5099,0,0,1
1,10,22298,0,0,1
0,10,5320,0,0,0
1,10,5106,0,0,0
0,10,3182,0,0,0
1,10,9825,0,0,0
0,10,12056,0,0,0
1,10,54074,0,0,1
0,10,10650,0,0,0
1,10,61731,0,0,1
0,10,5102,0,0,0
1,10,7669,0,0,1
0,10,6609,0,0,1
1,10,4535,0,0,0
0,10,10742,0,0,0
1,10,17245,0,0,0
0,10,9417,0,0,1
1,10,NA,1,0,0
0,10,51950,0,0,1
1,10,50221,0,0,0
0,10,3505,0,0,0
1,10,25954,0,0,0
0,10,NA,0,0,1
1,10,16243,0,0,1
0,10,20047,0,0,1
1,10,9936,0,0,0
0,10,8561,0,0,0
1,10,NA,1,0,0
0,10,NA,0,0,0
1,10,3444,0,0,0
0,10,7594,0,0,0
1,10,70922,0,0,0
0,10,10729,0,0,0
1,10,33724,0,0,1
0,10,15927,0,0,0
1,10,9726,0,0,1
0,10,21023,0,0,0
1,10,NA,1,0,0
0,10,43314,0,0,0
1,10,15654,0,0,1
0,10,8252,0,0,1
1,10,5292,0,0,0
0,10,1519,0,0,0
1,10,33089,0,0,1
0,11,20090,0,0,0
1,11,NA,1,0,1
0,11,11826,0,0,0
1,11,37514,0,0,1
0,11,31895,0,0,1
1,11,5869,0,0,0
0,11,19566,0,0,0
1,11,NA,1,0,0
0,11,7268,0,0,0
1,11,20838,0,0,0
0,11,37870,0,0,1
1,11,15543,0,0,1
0,11,41364,0,0,1
1,11,33711,0,0,0
0,11,8513,0,0,1
1,11,22456,1,0,0
0,11,14766,0,0,0
1,11,31294,0,0,1
0,11,6490,0,0,1
1,11,17618,0,0,1
0,11,20635,0,0,0
1,11,26779,0,0,0
0,11,23468,0,0,1
1,11,6800,0,0,0
0,11,7412,0,0,0
1,11,11194,0,0,0
0,11,5440,0,0,1
1,11,143077,0,0,0
0,11,21072,0,0,0
1,11,13127,0,0,0
0,11,16135,0,0,0
1,11,13244,0,0,0
0,11,17932,0,0,0
1,11,16174,0,0,0
0,11,10428,0,0,1
1,11,13532,0,0,0
0,11,9432,0,0,1
1,11,8701,0,0,1
0,11,35322,0,1,1
1,11,11526,0,0,0
0,11,85361,0,0,1
1,11,22260,1,0,0
0,11,47198,0,0,0
1,11,12174,0,0,0
0,11,2083,0,0,1
1,11,19933,0,0,0
0,11,60880,0,0,1
1,11,18198,0,0,0
0,11,12592,0,0,0
1,11,25453,1,0,0
0,11,19887,0,0,1
1,11,7485,1,0,0
0,11,102930,0,0,0
1,11,15669,0,0,1
0,11,4298,0,0,0
1,11,5161,0,0,1
0,11,33324,0,0,0
1,11,79044,0,0,1
0,11,60544,0,0,1
1,11,19402,0,0,1
0,11,NA,0,0,1
1,11,43146,0,0,0
0,11,21406,0,0,0
1,11,20278,1,0,0
0,11,92722,0,0,0
1,11,1772,0,0,0
0,11,23198,0,0,0
1,11,NA,1,0,0
0,11,3424,0,0,0
1,11,9805,0,0,0
0,11,17066,0,0,1
1,11,12410,0,0,0
0,11,52496,0,0,1
1,11,39016,0,0,1
0,11,6463,0,0,0
1,11,33728,0,0,1
0,11,42816,0,0,0
1,11,5957,0,0,1
0,11,15325,0,0,0
1,11,102598,0,0,0
0,11,32453,0,0,0
1,11,48754,0,0,1
0,11,113632,0,0,0
1,11,22282,0,0,1
0,11,25603,0,0,1
1,11,57788,0,0,0
0,11,19809,0,0,0
1,11,28817,0,0,1
0,11,11516,0,0,1
1,11,8621,0,0,0
0,11,18729,0,0,0
1,11,NA,1,0,0
0,11,43105,0,0,1
1,11,10269,0,0,0
0,11,8995,0,0,0
1,11,7966,0,0,1
0,11,60660,0,0,1
1,11,13369,0,0,0
0,11,10842,0,0,0
1,11,17318,0,0,0
0,11,12110,0,0,0
1,11,104354,0,0,1
0,11,38968,0,0,0
1,11,9479,0,0,0
0,11,26545,0,0,1
1,11,25391,0,0,1
0,11,NA,0,0,1
1,11,14391,0,0,0
0,11,44761,0,0,0
1,11,63538,1,0,1
0,11,141604,0,0,0
1,11,18928,0,0,1
0,11,21071,0,0,1
1,11,67376,0,0,1
0,11,26115,0,0,1
1,11,24350,1,0,0
0,11,77639,0,0,1
1,11,47623,0,0,0
0,11,19971,0,0,0
1,11,3830,0,0,1
0,11,17750,0,0,0
1,11,60727,1,0,0
0,11,11770,0,0,0
1,11,1952,1,0,0
0,11,25828,0,0,1
1,11,10534,1,0,0
0,11,17553,0,0,1
1,11,17508,0,0,0
0,11,5998,0,0,0
1,11,16464,0,0,0
0,11,11652,0,0,0
1,11,15731,0,0,0
0,11,11289,0,0,1
1,11,12657,0,0,0
0,11,11124,0,0,0
1,11,NA,1,0,0
0,11,NA,0,0,1
1,11,26588,0,0,0
0,11,109366,0,0,0
1,11,8037,0,0,0
0,11,34823,0,0,0
1,11,7131,1,0,0
0,11,12118,0,0,1
1,11,32725,0,0,1
0,11,11211,0,0,0
1,11,12111,0,0,0
0,11,NA,0,0,0
1,11,NA,1,0,0
0,11,9449,0,0,0
1,11,18887,1,0,0
0,11,52905,0,0,0
1,11,3036,0,0,0
0,11,12672,0,0,0
1,11,NA,1,0,0
0,11,28787,0,0,0
1,11,14512,0,0,0
0,11,NA,0,0,0
1,11,NA,1,0,0
0,11,84470,0,0,1
1,11,2194,0,0,0
0,11,13084,0,0,1
1,11,NA,1,0,1
0,11,31871,0,0,0
1,11,16033,0,0,0
0,11,6093,0,0,1
1,11,13557,0,0,0
0,11,41952,0,0,0
1,11,23916,0,0,0
0,11,12454,0,0,1
1,11,7816,0,0,1
0,11,17620,0,0,0
1,11,5889,0,0,1
0,11,NA,0,0,1
1,11,94558,0,0,0
0,11,38674,0,0,0
1,11,22047,0,0,0
0,11,12310,0,0,0
1,11,124335,0,0,1
0,11,5394,0,0,1
1,11,51289,0,0,1
0,11,NA,0,0,0
1,11,46493,0,0,1
0,11,80493,0,0,0
1,11,NA,1,0,0
0,11,24023,0,0,0
1,11,1210,0,0,1
0,11,16756,0,0,0
1,11,45077,0,0,0
0,11,175086,0,0,1
1,11,6238,1,0,0
0,11,24729,0,0,0
1,11,20073,0,0,0
0,11,NA,0,0,1
1,11,15340,0,0,0
0,11,19523,0,0,0
1,11,7491,0,0,0
0,11,19247,0,0,0
1,11,6160,0,0,1
0,11,16771,0,0,1
1,11,10762,0,0,0
0,11,NA,0,0,0
1,11,9904,0,0,0
0,11,103516,0,0,1
1,11,11079,0,0,1
0,11,18940,0,0,1
1,11,13193,0,0,1
0,11,40104,0,0,1
1,11,69700,0,0,1
0,11,13735,0,0,0
1,11,7039,0,0,0
0,11,29561,0,0,0
1,11,33331,0,0,0
0,11,13648,0,0,0
1,11,38803,0,0,0
0,11,24050,0,0,0
1,11,5431,0,0,0
0,11,36138,0,0,0
1,11,5933,0,0,0
0,11,73652,0,0,1
1,11,28532,0,0,1
0,11,NA,0,0,0
1,11,17835,0,0,0
0,11,4124,0,0,1
1,11,4885,0,0,0
0,11,NA,0,0,1
1,11,10694,0,0,0
0,11,7366,0,0,0
1,11,26554,0,0,0
0,11,15178,0,0,0
1,11,6743,0,0,1
0,11,1561,0,0,1
1,11,12501,0,0,1
0,11,27971,0,0,0
1,11,13843,1,0,0
0,11,NA,0,0,1
1,11,12480,0,0,0
0,11,24820,0,0,0
1,11,39567,0,0,1
0,11,73947,0,0,1
1,11,4070,1,0,0
0,11,24411,0,0,1
1,11,15232,0,0,1
0,11,56241,0,0,0
1,11,NA,1,0,1
0,11,19470,0,0,0
1,11,30122,1,0,0
0,11,56435,0,0,1
1,11,NA,1,0,0
0,11,65127,0,0,1
1,11,2504,0,0,0
0,12,6572,0,0,1
1,12,15415,0,0,1
0,12,139568,0,0,1
1,12,NA,1,0,1
0,12,22914,0,0,1
1,12,23063,0,0,0
0,12,37803,0,0,0
1,12,74759,0,0,0
0,12,57192,0,0,1
1,12,1969,1,0,0
0,12,2548,0,0,0
1,12,19201,0,0,1
0,12,NA,0,0,1
1,12,4300,0,0,1
0,12,42380,0,0,0
1,12,7341,0,0,0
0,12,27074,0,0,0
1,12,20858,0,1,0
0,12,6449,0,0,0
1,12,NA,1,0,0
0,12,42850,0,0,1
1,12,NA,1,0,1
0,12,42837,0,0,0
1,12,15032,0,0,1
0,12,18337,0,0,0
1,12,NA,1,0,0
0,12,5799,0,0,0
1,12,2384,1,0,1
0,12,20905,0,0,0
1,12,97849,0,0,1
0,12,NA,0,0,0
1,12,15250,0,0,0
0,12,46074,0,0,1
1,12,25229,0,0,0
0,12,37478,0,0,0
1,12,34967,0,0,1
0,12,17623,0,0,1
1,12,59182,0,0,0
0,12,28806,0,0,0
1,12,4401,0,0,0
0,12,39089,0,0,0
1,12,150366,0,0,1
0,12,28301,0,0,0
1,12,152778,0,0,1
0,12,33776,0,0,0
1,12,36038,0,0,0
0,12,16557,0,0,0
1,12,2673,0,0,0
0,12,6633,0,0,1
1,12,17451,0,0,1
0,12,6953,0,0,1
1,12,4351,0,0,0
0,12,19907,0,0,1
1,12,11491,1,0,1
0,12,234337,0,0,1
1,12,23313,0,0,1
0,12,32765,0,0,1
1,12,34131,0,0,0
0,12,21969,0,0,0
1,12,NA,1,0,0
0,12,35559,0,0,0
1,12,45157,0,0,1
0,12,56404,0,0,1
1,12,59319,0,0,0
0,12,NA,0,0,0
1,12,NA,1,0,0
0,12,1471,0,0,0
1,12,13330,0,0,0
0,12,4581,0,0,0
1,12,15201,1,0,1
0,12,16392,0,0,0
1,12,27999,1,0,1
0,12,111201,0,0,1
1,12,114130,0,0,1
0,12,52358,0,0,1
1,12,26357,0,0,1
0,12,31869,0,0,0
1,12,19917,0,0,0
0,12,4246,0,0,0
1,12,146723,0,0,1
0,12,68449,0,0,1
1,12,67598,0,0,0
0,12,12599,0,0,0
1,12,NA,1,0,0
0,12,34179,0,0,0
1,12,4358,0,0,0
0,12,17662,0,0,1
1,12,30479,0,0,0
0,12,31266,0,0,0
1,12,11155,0,0,0
0,12,137288,0,0,0
1,12,133616,0,0,1
0,12,41918,0,0,0
1,12,10993,0,0,1
0,12,8181,0,0,0
1,12,5697,0,0,0
0,12,10857,0,0,1
1,12,3324,0,0,0
0,12,34363,0,0,0
1,12,4835,0,0,1
0,12,6304,0,0,0
1,12,41286,0,0,0
0,12,31407,0,0,0
1,12,NA,1,0,1
0,12,34506,0,0,0
1,12,19538,0,0,1
0,12,32443,0,0,1
1,12,4561,0,0,1
0,12,23314,0,0,1
1,12,25241,0,0,0
0,12,45625,0,0,1
1,12,19944,0,0,0
0,12,22993,0,0,0
1,12,5497,0,0,1
0,12,36169,0,0,0
1,12,3109,0,0,0
0,12,25628,0,0,0
1,12,31421,0,0,0
0,12,87023,0,0,1
1,12,NA,1,0,0
0,12,58192,0,0,0
1,12,3460,0,0,0
0,12,103725,0,0,0
1,12,13518,0,0,1
0,12,294872,0,0,0
1,12,10651,0,0,0
0,12,6428,0,0,0
1,12,42648,0,0,0
0,12,20642,0,0,1
1,12,NA,1,0,0
0,12,12967,0,0,0
1,12,8139,0,0,0
0,12,NA,0,0,0
1,12,16272,0,0,1
0,12,61454,0,0,0
1,12,NA,1,0,1
0,12,16640,0,0,1
1,12,24913,0,0,0
0,12,NA,0,0,0
1,12,6491,0,0,0
0,12,11705,0,0,0
1,12,28128,0,0,0
0,12,133203,0,0,1
1,12,46812,0,0,1
0,12,NA,0,0,1
1,12,52769,0,0,0
0,12,33040,0,0,0
1,12,10886,0,0,1
0,12,70473,0,0,0
1,12,7049,0,0,0
0,12,7880,0,0,0
1,12,28573,1,0,0
0,12,113404,0,0,0
1,12,11787,0,0,0
0,12,59781,0,0,1
1,12,17430,1,0,0
0,12,33956,0,0,0
1,12,4970,0,0,1
0,12,7225,0,0,0
1,12,138661,0,0,0
0,12,21411,0,0,1
1,12,22360,0,0,1
0,12,1595,0,0,1
1,12,70790,1,0,0
0,12,18278,0,0,0
1,12,32919,0,0,1
0,12,29997,0,0,0
1,12,30903,0,0,0
0,12,13977,0,0,0
1,12,137609,0,0,0
0,12,23932,0,0,0
1,12,17642,1,0,0
0,12,105768,0,0,1
1,12,14388,0,0,0
0,12,5436,0,0,0
1,12,2588,0,0,0
0,12,18874,0,0,1
1,12,11531,0,0,0
0,12,16836,0,0,0
1,12,22526,0,0,0
0,12,182427,0,0,0
1,12,39838,0,0,0
0,12,17152,0,0,0
1,12,74672,0,0,1
0,12,15365,0,0,0
1,12,35214,0,0,0
0,12,66824,0,0,1
1,12,NA,1,0,1
0,12,3119,0,0,1
1,12,12758,0,0,0
0,12,NA,0,0,0
1,12,16888,0,0,0
0,12,NA,0,0,0
1,12,32530,0,0,0
0,12,NA,0,0,0
1,12,1512,1,0,0
0,12,42770,0,0,0
1,12,11414,0,0,0
0,12,14423,0,0,0
1,12,12253,0,0,0
0,12,127946,0,0,1
1,12,6316,0,0,1
0,12,1416,0,0,0
1,12,36087,0,0,0
0,12,45076,0,0,0
1,12,17334,0,0,0
0,12,16611,0,0,0
1,12,106656,0,0,0
0,12,2398,0,0,1
1,12,NA,1,0,0
0,12,43752,0,0,0
1,12,30754,0,0,0
0,12,76388,0,0,0
1,12,9355,0,0,0
0,12,4207,0,0,0
1,12,53126,0,0,0
0,12,127168,0,0,0
1,12,19745,1,0,1
0,12,137735,0,0,0
1,12,NA,1,0,0
0,12,34526,0,0,0
1,12,NA,1,0,0
0,12,5893,0,0,0
1,12,195518,0,0,1
0,12,29119,0,0,0
1,12,18177,0,0,1
0,12,10022,0,0,1
1,12,1299,0,0,0
0,12,15128,0,0,0
1,12,7417,0,0,1
0,12,22069,0,0,0
1,12,NA,1,0,1
0,12,54810,0,0,0
1,12,3344,0,0,0
0,12,23864,0,0,0
1,12,NA,1,0,1
0,12,3710,0,0,0
1,12,6551,0,0,0
0,12,5186,0,0,1
1,12,7671,0,0,1
0,12,80464,0,0,0
1,12,3538,0,0,0
0,12,30259,0,0,0
1,12,21789,0,0,1
0,12,18296,0,0,0
1,12,20604,0,0,1
0,12,14489,0,0,0
1,12,18807,0,0,1
0,12,NA,0,0,0
1,12,98939,0,0,0
0,13,36654,0,0,1
1,13,15175,0,0,0
0,13,78901,0,0,1
1,13,5671,0,0,0
0,13,22185,0,0,0
1,13,28848,0,0,1
0,13,49468,0,0,0
1,13,16129,0,0,0
0,13,253915,0,0,1
1,13,9683,0,0,1
0,13,8350,0,0,0
1,13,NA,1,0,1
0,13,41243,0,0,0
1,13,15065,0,0,1
0,13,9243,0,0,0
1,13,38009,0,0,0
0,13,29824,0,0,1
1,13,6165,1,0,1
0,13,21134,0,0,1
1,13,41932,0,0,0
0,13,NA,0,0,0
1,13,7156,1,0,0
0,13,169276,0,0,1
1,13,8023,1,0,0
0,13,28568,0,0,1
1,13,69711,0,0,1
0,13,25458,0,0,0
1,13,NA,1,0,0
0,13,355189,0,0,1
1,13,71856,0,0,0
0,13,63249,0,0,0
1,13,8435,0,0,1
0,13,128092,0,0,1
1,13,22521,0,0,0
0,13,35419,0,0,0
1,13,26404,0,0,0
0,13,19726,0,0,1
1,13,NA,1,0,1
0,13,182616,0,0,1
1,13,10111,0,0,0
0,13,NA,0,0,0
1,13,23530,0,0,1
0,13,6917,0,0,0
1,13,43574,0,0,0
0,13,42568,0,0,0
1,13,NA,1,0,1
0,13,10179,0,0,1
1,13,64255,0,0,0
0,13,58880,0,0,1
1,13,20322,0,0,0
0,13,6666,0,0,0
1,13,18261,0,0,0
0,13,124620,0,0,1
1,13,48455,0,0,0
0,13,42616,0,0,1
1,13,1314,0,0,0
0,13,23913,0,0,1
1,13,NA,1,0,0
0,13,7562,0,0,0
1,13,14618,1,0,0
0,13,32266,0,0,1
1,13,27722,0,0,0
0,13,61312,0,1,0
1,13,20640,0,0,0
0,13,NA,0,0,0
1,13,69469,0,0,1
0,13,24889,0,0,0
1,13,6532,0,0,0
0,13,9617,0,0,0
1,13,50996,0,0,1
0,13,50688,0,1,0
1,13,NA,1,0,0
0,13,40334,0,0,1
1,13,72941,0,0,0
0,13,15179,0,0,0
1,13,95644,0,0,0
0,13,6171,0,0,1
1,13,50519,0,0,0
0,13,15844,0,0,1
1,13,47703,0,0,0
0,13,20951,0,0,0
1,13,14540,0,0,0
0,13,24709,0,0,0
1,13,32125,0,0,1
0,13,23427,0,0,0
1,13,19353,0,0,0
0,13,9663,0,0,0
1,13,77953,0,0,0
0,13,NA,0,0,1
1,13,30571,1,0,1
0,13,89839,0,0,1
1,13,129001,0,0,1
0,13,111009,0,0,0
1,13,17048,0,0,1
0,13,45625,0,0,0
1,13,121274,0,0,0
0,13,6297,0,0,0
1,13,6010,1,0,0
0,13,26620,0,0,0
1,13,13017,0,0,1
0,13,207706,0,0,0
1,13,NA,1,0,1
0,13,1619,0,0,0
1,13,4447,1,0,0
0,13,54642,0,0,0
1,13,34599,0,0,0
0,13,199695,0,0,1
1,13,29111,0,0,1
0,13,148241,0,0,1
1,13,3307,0,0,0
0,13,8103,0,0,0
1,13,NA,1,0,0
0,13,14435,0,0,0
1,13,10532,0,0,0
0,13,7206,0,0,0
1,13,NA,1,0,0
0,13,4959,0,0,0
1,13,12020,0,0,1
0,13,58668,0,0,0
1,13,10925,0,0,1
0,13,59062,0,0,0
1,13,NA,1,0,0
0,13,35021,0,0,0
1,13,2747,0,0,0
0,13,3468,0,0,0
1,13,27115,0,0,0
0,13,135517,0,0,1
1,13,60578,0,0,0
0,13,21001,0,0,1
1,13,83902,0,0,1
0,13,NA,0,0,0
1,13,23303,0,0,0
0,13,108646,0,0,0
1,13,7166,0,0,0
0,13,20341,0,0,0
1,13,9909,0,0,0
0,13,13661,0,0,0
1,13,4624,0,0,1
0,13,26560,0,0,0
1,13,62767,0,0,0
0,13,21569,0,0,0
1,13,17478,0,0,0
0,13,NA,0,0,1
1,13,90727,0,0,1
0,13,63186,0,0,1
1,13,52366,0,0,1
0,13,96709,0,0,1
1,13,8752,0,0,1
0,13,22090,0,0,0
1,13,60366,0,0,1
0,13,12986,0,0,0
1,13,48207,0,0,0
0,13,25622,0,0,0
1,13,66253,0,0,1
0,13,3711,0,0,1
1,13,32777,0,0,1
0,13,65415,0,0,0
1,13,NA,1,0,0
0,13,99404,0,0,0
1,13,21848,0,0,1
0,13,NA,0,0,0
1,13,NA,1,0,0
0,13,19545,0,0,1
1,13,98138,0,0,1
0,13,NA,0,0,0
1,13,13341,1,0,0
0,13,7929,0,0,0
1,13,88176,0,0,0
0,13,48254,0,0,0
1,13,48319,0,0,1
0,13,8964,0,0,0
1,13,NA,1,0,0
0,13,NA,0,0,1
1,13,16315,0,0,0
0,13,33052,0,0,0
1,13,2321,0,0,1
0,13,77221,0,0,1
1,13,5859,1,0,0
0,13,4817,0,0,1
1,13,86596,0,0,0
0,13,49163,0,0,1
1,13,13293,0,0,1
0,13,15455,0,0,1
1,13,57641,0,0,0
0,13,70037,0,0,0
1,13,22338,0,0,1
0,13,12040,0,0,0
1,13,15780,0,0,0
0,13,NA,0,0,1
1,13,19508,1,0,0
0,13,8711,0,0,0
1,13,9355,0,0,1
0,13,23005,0,0,0
1,13,23280,0,0,0
0,13,14269,0,0,0
1,13,19622,0,0,0
0,13,NA,0,0,1
1,13,38912,0,0,0
0,13,125492,0,0,1
1,13,300530,0,0,1
0,13,39665,0,0,0
1,13,9640,0,0,0
0,13,48746,0,0,1
1,13,7385,0,0,0
0,13,104753,0,0,0
1,13,10075,0,0,0
0,13,32008,0,0,0
1,13,NA,0,0,1
0,13,47506,0,0,0
1,13,23918,0,0,0
0,13,44692,0,0,0
1,13,123167,0,0,0
0,13,9961,0,0,1
1,13,43628,0,0,1
0,13,89493,0,0,1
1,13,13795,0,0,0
0,13,39913,0,0,1
1,13,21859,0,0,0
0,13,26253,0,0,1
1,13,70704,0,0,0
0,13,20181,0,0,0
1,13,20127,0,0,0
0,13,NA,0,0,0
1,13,10090,0,0,1
0,13,2679,0,0,0
