age,open,extra,neuro,gender,state,bkg_amt
26,8.54177256084573,6.838316192949722,NA,M,NA,270.5146819905607
33,9.500025903375166,NA,5.959841885895137,F,A,327.19337540613367
28,3.791222633400964,NA,NA,M,NA,156.68160871497923
49,6.711466207825447,NA,NA,M,NA,NA
43,7.796785422933077,8.699102706871626,NA,F,B,471.0766768807853
42,4.354516731258641,1.2146287135464258,NA,F,NA,104.31513147779044
26,7.629639989557154,7.208565797973077,6.0371646376854065,F,B,321.28736253145377
54,6.504019981212604,NA,5.913951561831361,M,NA,NA
43,7.243962946323052,3.593217492164104,6.853596179526027,M,NA,201.40759599160432
26,9.371478945326508,5.653842603151942,NA,M,A,371.65218056343787
30,5.574273974926814,6.4884523365909494,6.329550692078803,M,B,45.11515580519716
50,6.55257810907272,7.853133349803061,9.358606994919093,M,A,NA
23,6.546665890017659,2.791358004804488,NA,M,C,241.13142298213026
22,5.907401782099479,2.3325798548054033,NA,F,NA,236.53545135274484
39,2.9718778017393612,NA,5.448780113351716,M,C,264.7052520892666
25,7.744002200086766,3.0253118272834127,6.058394077784289,F,NA,148.6914775265185
25,6.751593090519481,NA,8.410302444202284,F,B,115.04970203257969
52,5.63506512543853,0.6042347546550335,NA,M,B,NA
24,9.099010034090133,7.929152010717401,8.22816750640693,M,NA,291.0483078805034
50,4.217807499617384,5.46146532993777,5.7198232563403435,M,C,NA
48,3.841024637786346,6.285550292715264,6.4946198677027045,F,B,263.23234806140715
54,5.833057513884938,NA,NA,F,NA,NA
27,1.8056682020149473,NA,NA,F,B,216.79551290482658
39,4.6641907159918325,3.3213368527897895,NA,M,NA,283.7202767545117
48,5.122929534921744,3.3173862901791553,NA,M,NA,200.93540518674433
34,7.832793780505963,NA,NA,M,C,269.3612890765917
34,2.8211521615586204,5.631997367273799,NA,M,B,134.20106269873958
38,5.045248460385025,NA,8.220393503805134,F,NA,359.40600560552775
25,3.100609602317756,6.42055735205299,NA,F,A,316.02160137232147
23,7.0246769143420735,4.151938416057452,NA,F,C,325.0184003715183
42,5.926445355277131,NA,7.5694772633948215,F,NA,313.5852967789824
45,1.418430178876391,5.3462262120943445,NA,F,NA,226.46825877861704
23,3.602587169006217,6.687865523399176,NA,F,A,318.1136915753058
19,7.619696140177024,4.731260282493556,NA,F,A,140.7623253648452
24,6.481223437413042,NA,NA,M,C,240.71894686859042
32,4.844649132060946,7.157721820571477,NA,F,C,170.34241022422955
34,5.774048399372256,NA,NA,F,NA,284.9105575024775
44,5.53231575062119,4.626815686401793,NA,M,NA,174.62917600995698
29,6.658774408313836,NA,5.0102632126677324,F,C,232.98252839472383
46,6.441143197434942,NA,5.781755062320329,F,B,166.60213307497054
24,2.7086565572771337,NA,NA,M,NA,155.01544020040092
22,6.874449550103842,NA,7.63946530431881,M,A,320.84943411431647
37,4.544615895123066,2.994788995661801,NA,M,C,202.2011532429846
38,7.591631824580302,NA,NA,F,A,356.8428114786908
51,5.502821652212005,4.333554510958972,7.531943888109913,F,C,NA
16,4.598931798308951,3.0721285642088687,NA,F,C,244.14544848434937
46,2.699941590125537,6.760813413715171,NA,M,NA,122.80136144902714
33,4.625308402627016,6.472043628044059,NA,F,B,251.45743648932824
26,5.242581578055474,1.1768989887665442,NA,M,NA,145.66600095149715
26,5.5317286932214955,5.889750982203506,6.191618335084947,F,NA,211.44189076414543
29,5.995630944377812,7.639945136994093,NA,M,A,339.7154612488405
30,5.188925612978535,4.143159117288475,NA,F,C,234.06081397086768
47,6.5940919731293475,5.977610556691843,NA,F,B,317.26462423911005
27,7.38444845175963,6.393561466584091,NA,M,B,390.4892130039605
32,4.56417682586423,5.836318071422474,6.553887275517532,M,C,247.4551556725127
34,5.993852589417475,NA,NA,F,NA,254.57686993531817
26,5.814044536090241,5.923338703452544,NA,F,NA,383.39870044986986
46,3.5843181244660975,5.113554502636638,5.241808814183373,M,A,222.99096448982323
25,5.173252634971919,NA,NA,F,A,138.0626495554865
27,4.614782907444173,3.1067462994234054,NA,F,NA,215.82830398754638
22,7.408014449621371,4.18335487792017,NA,F,B,187.21486443895324
28,4.805272255171116,9.845558513991662,NA,M,C,456.10834537267345
51,5.577112551043415,5.560394610703813,6.026727418042102,F,C,NA
48,5.890728478819095,6.0611016613072755,NA,F,NA,155.4167901787676
42,7.1924656426032225,NA,6.797321619038979,M,A,87.24499389577505
26,8.038747370338257,NA,NA,M,NA,131.3246843218943
25,0.2440779465180487,6.909017250095804,NA,F,NA,183.1444469482066
28,4.553537560239695,6.219595882798076,NA,M,NA,283.5247356242285
41,4.825278457978033,3.0516836275613874,NA,F,B,270.2657737811665
36,2.867375562505064,4.017511324635355,5.968869004705162,M,C,82.38064200911356
54,6.768934795313733,3.867301403803425,5.922993982676175,M,NA,NA
43,6.173916188875114,NA,NA,F,A,284.36620257119637
48,2.739999285973333,NA,6.42608176185939,M,NA,190.44689456213774
28,3.363544195647087,4.790144078667964,NA,F,A,226.86730380520368
44,5.172117547511926,4.197926627075655,6.198946857264346,M,C,85.45744938085167
24,2.7343737885409243,3.70424581380634,NA,M,B,257.80623032394664
50,5.827489298371295,6.0705026405569225,NA,F,A,NA
18,2.2916164829523247,0,NA,F,B,180.31516729346518
28,4.0542455667284045,NA,5.642352211515682,M,B,218.36035101637054
27,7.95080611159459,5.129657825962389,NA,M,A,288.35230264412183
47,9.976549572925197,NA,NA,F,NA,260.4507267193057
24,6.334449704711331,6.351115801834685,8.16997867044256,M,NA,254.44653895053375
31,6.782705791703378,3.1698687501286056,NA,F,A,272.68367677078396
31,8.461207589524504,4.893764346820868,NA,M,A,168.16438637476358
19,5.842145780303772,NA,5.458800035250547,F,NA,226.3365264442119
29,3.3518015279193336,5.030414581620826,NA,F,NA,221.7346721575729
26,4.409401240010096,2.846940335179958,7.839607591931189,M,C,282.64193897796355
27,3.875848448369303,NA,6.093244330763812,M,A,192.32366225407733
21,2.9399631051463975,NA,NA,F,B,208.69513233809187
42,1.5215094781088196,4.870366979394806,NA,F,B,110.18680570651398
50,5.225028502820665,NA,6.012567515744299,M,B,NA
45,4.286528050432809,NA,6.690202141091437,M,NA,232.9278278945742
23,5.399547537194555,NA,8.386670938913968,M,NA,313.2553507278996
32,2.462519843674524,0.5238953207605439,NA,M,NA,188.7893509957556
20,6.36648322252101,NA,NA,M,B,255.8326839786074
27,5.546935058382886,3.6997486711373444,NA,M,NA,268.5258124379668
25,3.966788914171052,NA,NA,F,A,312.3591052468312
18,4.861815926505527,NA,NA,M,B,105.17769296783756
41,4.425436187499619,6.152924022638854,NA,M,A,224.19576051411156
33,5.528450218558351,5.354805579688468,NA,M,B,240.28688499371555
30,2.6510711771316577,5.100216624162739,NA,F,NA,256.4609472711389
31,5.949527711306112,NA,NA,F,NA,295.56701109574624
24,2.998150321134547,8.005648117509967,NA,F,NA,349.92794599887947
43,6.815829451498657,NA,NA,F,NA,213.12496019805948
13,7.461961696012299,4.324884550430923,NA,F,C,244.45395359674086
40,4.228308031926018,NA,NA,F,NA,241.2801411456848
24,6.749378057933698,6.261264043418892,NA,F,NA,385.4588226504591
26,5.071392441706332,NA,NA,F,A,281.7115870317107
28,0.8320325201788528,5.925788011490142,NA,F,NA,61.79314676469298
29,5.533759538524159,4.890552413693515,NA,F,C,240.85544985363833
23,3.164698553989675,6.344211329442395,NA,M,A,369.6855884370776
23,2.8489623681064007,8.262113665315981,5.353502686337541,M,B,388.5266232468414
46,7.719798919709557,5.698946165308716,7.962785009852944,M,A,275.28046684091294
22,4.607492785354431,3.69947402754387,NA,M,C,198.60844808877846
40,8.523660025837836,4.988760654806325,6.014520852549735,M,C,275.53155435771436
42,4.01800955331693,NA,NA,F,B,118.9325172614067
43,4.6094783026493475,3.615317036843711,8.443401992084077,M,NA,95.6911404858737
23,4.88107263132959,NA,NA,F,A,234.2435664057606
22,4.056874967139726,NA,NA,F,NA,289.0255963011983
24,3.8802322157215174,2.9290078546234835,6.408111826270074,F,C,205.02766921363653
24,5.868948063899104,4.413300337307786,NA,M,A,242.38067455538032
31,2.9237401770598237,NA,7.672277678130836,F,B,349.58961844925017
49,6.978409061384027,2.5613590313291623,5.827453152960124,M,B,NA
48,1.066700472816211,NA,7.830074335572464,M,NA,201.9655173534415
28,2.5008476931249026,NA,NA,M,NA,221.3825254945608
51,3.1555279743904556,5.009954412777933,NA,M,NA,NA
44,4.481058429046685,NA,5.995374783239215,M,B,231.0696715084938
24,5.575483697915938,6.151107997312594,NA,F,NA,228.0520168448166
43,1.5459375392960006,4.911869512025363,NA,M,B,220.31034644658413
20,4.616060432893324,2.6827756981378394,5.4190570426625655,M,NA,221.34791551627075
34,4.096473097825611,NA,NA,F,NA,162.08298378012992
35,7.588503744225592,5.85531066625532,NA,F,B,235.62646342738665
30,7.1658352932895175,5.032952166507644,NA,M,C,252.04532406173385
22,5.704654652902962,2.3409218845590827,NA,M,A,247.69708920184402
53,3.1532892437067135,NA,NA,M,C,NA
49,3.0334741091363853,NA,NA,M,C,NA
27,3.744495534679968,6.352698100863587,6.30376478518577,F,A,207.56977555514013
23,7.038330088536064,8.73335276011357,5.3092108421443776,M,A,162.7620577847889
49,7.475470188610738,4.336594112666949,NA,M,C,NA
31,5.297022460970686,4.256675343069713,5.418122360178644,F,B,249.71275364617057
18,2.759489126781493,NA,5.813910640744733,F,C,125.23410331689384
32,5.876395335598891,NA,NA,M,NA,58.44983661249049
45,3.744719351635551,4.552926578046662,7.403270323133582,F,B,199.25704294680412
40,4.800606531927492,6.156687928037918,NA,M,B,210.97086794466657
36,3.748434027617834,2.6743232288846377,NA,F,B,185.13372363643393
47,4.9751445281333515,3.156090926010136,7.01546613718752,F,NA,171.59763002576165
20,5.62002096580323,1.362309872967797,7.058689012783288,M,NA,188.6938723326108
61,4.79399148994492,NA,6.404498953094714,F,C,NA
45,4.248035720445554,NA,8.009185664082139,M,NA,113.49124910231836
27,4.7719216098538535,4.700743389802466,5.287186162181136,M,NA,243.9416150329341
49,2.4654791661517175,NA,NA,M,NA,NA
19,3.733213966756195,3.042584524585905,9.42295937111555,M,A,235.56129822603387
45,3.9397168067788773,NA,NA,M,NA,239.71071123530865
40,5.314642361923726,4.101663515654184,NA,F,NA,220.9191604419637
28,1.5693023599009512,7.787262355462685,NA,F,B,343.2566005305034
49,2.863168284574763,7.214895735253098,NA,M,A,NA
44,5.086420491258275,9.218336924292359,8.93732623750623,F,A,46.602356965443434
21,4.177105795490339,6.440415027213863,NA,M,C,279.50309141456563
23,5.9675021139619675,3.67607434806843,6.064321726426249,M,B,180.8905886910587
42,4.189072734887187,2.5989078443918223,NA,M,NA,243.58011887352768
29,4.860978320918761,NA,7.047054151788118,F,A,368.03003773898564
32,5.261333892205442,NA,7.11544660131972,F,B,66.74643092315985
25,2.971265054624208,NA,7.3244017685782055,M,B,334.03464945757474
41,4.0686821164034646,NA,NA,F,C,281.2504899253752
46,4.507372870574506,NA,5.226492703473075,F,NA,306.02191122537715
26,2.6346291063634597,8.899731332921613,NA,M,NA,213.35945115253276
48,4.7206681555102294,1.3783609858262356,7.4097200775467105,M,NA,224.99272042687517
26,4.2886734597568434,NA,5.039478048376023,F,C,291.7084079972364
46,5.455611535227584,6.215806656453523,NA,F,NA,215.37394105373477
26,3.8773129893161364,NA,NA,F,C,187.6163095963085
40,4.2575248970803194,NA,NA,M,C,167.21606648150893
19,4.543501897870777,NA,6.552810616799258,M,A,336.08517459719855
40,5.046783818488477,4.401350850269386,NA,F,A,195.00927954047555
25,4.590196675036433,NA,6.254333687809985,M,B,304.0499832685697
24,2.901196800174166,NA,6.036184205286908,M,A,267.3906282439045
31,5.033778204544821,NA,5.281843660164068,F,C,119.20953432728174
49,4.387314199780706,NA,7.914543892239671,F,NA,NA
20,5.323803348585789,NA,NA,M,B,343.32044286144105
16,3.9651705467239733,NA,NA,M,A,95.36053688796247
28,5.7866964783943216,3.757806013342302,NA,M,C,241.6755903788361
49,8.856585582551142,7.401434534096424,NA,M,NA,NA
44,4.8420972445670545,NA,5.175589621043629,M,NA,164.43312207254996
21,7.5535355386826035,2.634798810341022,NA,M,NA,216.2632073146372
50,4.749820293458483,NA,6.861207436745491,F,NA,NA
26,4.3306968663605785,NA,6.937226454950901,M,A,242.03857194334316
35,1.7717712967987427,NA,NA,F,NA,169.66404356120393
34,2.503833250641532,4.0745112566564865,NA,M,C,144.26377386467652
30,8.456385898564543,NA,NA,F,NA,278.8899716629676
39,9.596588373204536,NA,7.240712633808927,F,B,133.88368505590535
40,4.217341394882446,NA,5.664434553155475,F,B,157.59303120388338
26,4.361021276438035,6.964930547735808,6.522433803664098,F,C,178.12099320543615
42,2.4030546581363925,NA,6.215975991801789,M,NA,307.39564432608756
30,6.6848195156017205,NA,NA,F,B,575.0484970141438
22,5.127593090918321,NA,6.996814317792636,M,C,177.01643265234674
25,4.2573017081897415,3.8110838477609885,7.147958577699407,M,A,202.44804252436293
52,2.365493288901607,6.312839300763337,5.821324234218007,M,NA,NA
20,6.9732012913791195,3.004861349316494,7.21738355158188,F,A,182.98185352668372
26,5.2813671845460775,3.9642870112723934,NA,F,A,322.34667565912025
42,5.944089503949666,6.463165900395702,6.119280763890708,M,NA,237.3617310634666
43,5.048914145705606,7.074514246427571,NA,M,NA,131.47308650864466
30,7.2460752535889625,5.682686756098352,NA,F,NA,260.41256821883775
13,4.740025940416792,NA,NA,M,A,281.89746382328246
22,5.886499834440718,NA,9.930898847269333,F,NA,252.97624518465705
52,5.741289339839798,NA,NA,F,NA,NA
21,3.932547482778299,NA,5.262342375868218,F,NA,344.5022089382793
46,3.831725036911478,0,6.8713448956209975,M,A,160.7209665706263
49,1.265362812513977,6.265550832238643,NA,M,C,NA
21,7.642722685340067,NA,NA,F,NA,174.27579591560234
57,2.7931051274700938,NA,6.528531946818281,M,C,NA
30,2.81748168649605,6.620496803202283,NA,M,NA,252.02828490669663
38,4.418067028524025,5.563029744381931,9.044186864366303,F,A,239.59103980729188
18,3.879193245481158,4.121818747104038,5.651946270930835,M,C,267.6942605734396
50,6.805962684014325,6.186470303796172,NA,M,NA,NA
27,5.163860717947218,6.627041511911335,6.170016560794707,F,B,123.57739463297588
15,6.29286633905345,NA,NA,M,NA,242.99102135905477
37,3.7823536235457467,5.286797955307349,NA,M,B,381.94105775254496
52,1.762129467907756,3.5742040365880556,NA,M,NA,NA
20,6.900152010054916,NA,NA,M,B,261.4660584300404
24,3.2028033911829517,5.658049490442293,6.071765534429845,M,C,292.62154327930784
35,7.234901641278434,NA,NA,F,NA,211.2655879140247
29,5.583757369632026,NA,6.379639600919511,M,NA,217.3386693027581
47,2.367593559822221,4.591570442074993,7.5457586245967505,M,B,135.16628527985688
25,5.07971467722299,6.506620715015212,5.63371470750503,F,A,382.48538365313937
46,4.052967319648354,7.7001935510376605,9.52557672759362,F,A,330.2848947625091
25,4.013353146431369,4.767539068096009,NA,M,A,264.6153590944354
22,2.8449305935953264,NA,NA,F,NA,132.21236827713687
31,4.6386470319040285,NA,6.132780030395396,F,A,218.22897966321074
23,6.875841039172336,NA,NA,M,A,238.2031995258523
24,4.8181503577756555,6.799680888324764,7.7312834869902884,M,A,269.2959868647129
46,3.1986471155368976,3.6911425114448813,NA,F,A,152.53525475856523
34,4.341614534186073,7.2580979077956265,6.321228962052555,F,A,149.55433973607316
46,4.181359082411876,NA,6.705869533870631,F,NA,135.31919680873244
24,4.886187626191141,NA,NA,F,A,187.1910683685484
25,2.4479401180072067,4.91037808059906,5.08132270309152,M,NA,271.9843188124861
47,4.944814501354211,5.907504793015507,NA,F,C,280.6290017232014
33,3.085027748906884,8.342547718776686,NA,M,C,199.09374328387142
33,7.137119254606006,7.953039395776578,NA,M,A,328.66640678380026
48,4.664804698018658,4.3086935473507095,5.176938598084758,F,NA,238.21105502247502
45,4.172457506152437,NA,NA,M,B,195.24100035271675
21,1.905139751553278,6.147301131881754,NA,M,B,258.0762279985893
42,8.015713578366345,4.709268506144558,6.261825966873883,F,NA,95.25329169421676
19,5.55000725944534,5.105810428667169,NA,F,B,217.5940173468206
19,5.553469626776902,NA,5.186841631260278,F,B,177.0081950912617
28,3.7969451603710183,NA,NA,F,NA,241.23184371200324
29,4.8249968531691,3.3598565727766276,6.125457951728542,F,A,264.4095152720341
26,3.3732377418167925,NA,NA,F,A,199.57506823910904
45,6.877235302551201,6.532823204617513,NA,M,B,97.29044778847695
26,5.404668774683234,7.271082669298144,5.839498291130202,M,B,207.03044028808944
19,7.419955086306952,7.564915537998564,NA,M,A,246.5700733949636
16,6.4754649862875,NA,NA,M,NA,241.78670427894016
43,5.9282179010560565,NA,NA,F,NA,185.72303064708416
23,1.7772012330200742,5.618797092831747,NA,M,B,247.6246510194571
35,7.1907447547662295,NA,7.483416549251006,M,B,187.67082466287542
49,3.035994173012444,5.819547422694063,7.816329105703062,M,C,NA
48,5.083255866483142,NA,6.825566286112926,M,A,183.12961600336723
28,9.724543697882684,0.06749481212130615,NA,F,B,198.91748225139318
29,8.620022662217618,NA,NA,F,NA,396.9268208981677
33,10,8.200605780663224,NA,M,A,342.36250458459614
25,4.142742265176107,7.250719001128555,7.564636927999489,M,B,322.83943659936085
36,5.588955112928442,NA,NA,M,B,283.5146767064046
27,1.9732137224933286,6.7286819941847975,NA,M,B,282.61903983689126
44,2.252092644766438,2.4471884764811587,NA,F,NA,168.24419066360787
15,5.218884076304684,3.3758448502386944,NA,F,C,137.9667030195646
37,5.697244416617682,1.0521806802495428,NA,F,C,140.53420485976312
32,8.336399330792897,NA,6.045502469970312,M,B,295.4709039926301
28,6.693613929785737,6.779073270878661,NA,F,C,311.4574195514005
31,7.680870236263905,NA,NA,M,C,111.33172239731533
30,4.713213393467326,7.915910457189728,6.604205415307717,F,A,315.72469625013304
44,8.686186950859259,6.83967913168578,NA,F,NA,296.0138148948468
40,3.6574003554503562,NA,9.89548050389919,F,A,78.7027216366398
46,1.2853123796056938,NA,NA,F,B,101.47867211319898
22,8.986086165504162,1.568883833918731,NA,M,B,284.1931841480814
24,0.6586938755040812,8.494950104726023,8.068796214393476,F,NA,308.57190715093793
26,6.699930556046258,5.779388042559876,NA,M,A,290.2827609860238
21,1.5469455015579596,NA,5.9882303918186475,M,A,333.7554540886119
36,8.67570059391518,5.0529290709401415,6.664883566844808,M,NA,192.5183784755436
18,3.7476750343408014,6.2948077794175274,5.9076396421677675,F,C,296.5980095563705
26,2.47791695300456,5.972574482273625,5.695023416539529,F,B,276.7232575145519
21,5.749591796906139,NA,6.213411875233744,M,NA,249.80730561589303
25,4.031719347748236,8.587008997497875,5.861348983745965,F,NA,93.57111488723186
26,4.192540561449627,6.067618517858494,7.106121953540378,M,A,281.0784575804804
25,3.937552705064949,1.8694755652188917,NA,M,NA,222.7053630842218
41,5.267419699481288,6.8638230753285345,5.322525985682189,F,NA,247.9196176355708
13,6.175898236346819,3.704941307368885,NA,M,C,263.4830333378438
29,3.063168167535444,NA,NA,M,C,116.90522879392294
41,2.277950385943763,NA,NA,M,A,190.04074772023273
25,8.312669760241604,5.509423359107013,NA,M,NA,324.3129012806514
46,2.235733234655116,7.833907788978059,NA,M,NA,190.21155451375293
34,8.805835432752286,7.159603779257199,6.563212146872728,F,A,10.111340586149206
21,3.9975727592520336,3.1302829653369066,NA,M,B,207.13328646793173
41,5.488420988601129,6.624818091468185,6.938852009658601,F,B,164.86361548820398
33,4.555099323000388,3.010742607890044,6.820656127121677,M,A,235.29395958063847
33,5.918055723128808,5.430092519767758,NA,F,NA,369.62235067023175
47,5.295925554503117,4.551336262297205,6.303129110822308,F,C,151.84899163826867
33,2.8119527753454787,4.477496751475481,NA,F,C,194.28931608809035
49,5.629881866198145,NA,NA,F,NA,NA
16,4.290410577959305,5.746921242919866,5.111263410376459,F,NA,250.99904173753083
25,6.103315574014494,1.214127040500529,5.308371729406372,M,NA,181.62533130504897
24,3.8878668210182035,NA,7.244935627564333,F,B,160.29160517214345
18,5.1418132736330024,6.556364831006642,NA,M,A,284.6129892942437
44,9.164042145460918,4.155213826884886,NA,F,A,57.2841191163649
31,4.221837160278395,NA,5.315202228982433,F,A,168.36437689707498
42,3.6388298863908464,3.9448478025825056,7.67433507310429,M,A,222.334655083634
49,5.377246742741598,7.1975915764853156,NA,F,C,NA
26,4.722904724479258,2.2911355513165566,NA,M,B,286.89832862999253
24,3.16311977796805,NA,9.035538672082701,M,NA,226.92336340540285
54,3.616989876328164,NA,NA,F,NA,NA
18,7.987783991891233,4.9401420006993355,NA,M,NA,188.59648688648787
54,7.529426659012293,NA,NA,F,B,NA
20,5.256468390286286,NA,NA,F,A,256.25593907109834
26,3.729843488450659,NA,NA,F,A,160.6292925544561
45,7.178049316629064,4.733657897198756,NA,F,C,329.4384808215677
24,5.246994758154018,3.378076207893276,5.865567242235917,F,NA,126.28904211659956
47,4.603379812779178,3.0675905416154317,6.250579500154548,M,A,193.00331191701196
33,6.660491372755557,7.674285724267247,5.961878796700274,F,NA,201.58609947533623
48,6.49720043861253,NA,6.428054094809328,M,B,205.1060694544102
36,5.178001419956811,2.3749704379416383,5.170427196953744,M,NA,255.78723989688464
17,6.452983863166881,6.170719668527967,NA,M,B,236.46252620255683
25,4.972510762716361,4.801246574236969,NA,M,NA,186.67345458354959
26,4.054126389818152,NA,NA,M,B,244.4927717730621
28,8.310888433541805,5.216213074345021,NA,F,NA,128.26579958850454
44,1.1698827359396655,5.1276212541833806,NA,F,NA,223.51583182891963
24,5.079757050608743,5.298879629608627,7.834271536894336,F,B,199.42546493367672
27,3.893399799573782,NA,5.300615337679291,M,C,110.5453419301496
42,4.055673412391855,NA,6.174366684859353,F,NA,193.50233712457555
26,5.0451961914143,NA,NA,M,B,375.0133560515889
35,3.0518394341506445,NA,7.507866583254683,M,NA,165.4541192032862
17,6.277498706073129,4.902683641705869,NA,M,NA,345.16824181292503
32,3.2562627932895714,NA,6.844472320263485,M,A,400.0235104892694
30,7.582936645709767,5.1188507594678665,NA,M,B,319.2223568256861
30,3.952639937706148,6.13928670179968,5.610338623955095,M,C,222.97293120743484
32,7.354051503732631,NA,NA,F,NA,251.1989805557136
25,5.6117527015392374,2.4826652053780305,7.918667719094076,F,A,259.9279735808248
46,0,NA,6.979253911791365,F,NA,124.5860991903775
47,7.976782691687453,NA,NA,M,NA,211.9467618621761
28,8.140299218843346,NA,5.693827820643294,F,A,145.991268951759
51,4.162119214021192,6.446590295455167,5.585962851238196,M,NA,NA
54,7.403883037510328,NA,NA,F,NA,NA
31,6.333664858374019,7.094112463765689,6.345742553394315,F,B,380.5450047437815
31,6.732519802185337,NA,8.147026369171751,M,B,244.14865900876066
43,1.789377864028709,NA,8.801976745157893,F,B,348.28290569044606
27,2.098215110358043,8.562632263777694,7.202567000932699,F,NA,363.501413553817
23,2.2760246806385394,NA,NA,M,B,262.57682410091803
24,6.961955599270617,0.8582412620720783,6.1753317288078815,F,NA,177.36475304667118
24,5.902110690172713,3.4630626361437296,6.132271169596007,M,NA,300.8100721085784
19,8.546082303747376,4.325791948736474,NA,M,NA,135.2660196646222
44,2.610186580175651,3.5514646185888865,NA,F,C,189.32642278176738
43,2.938862601934369,7.890393872870754,6.800643883909352,M,NA,355.33507141408074
27,6.258230100173632,5.690016055341008,5.939628290374278,M,C,251.7247713447058
16,2.657352367665013,NA,NA,M,B,139.02546513442255
23,4.62305556203073,2.7093809704068983,NA,F,B,253.5662095286254
24,4.656030966984531,NA,NA,F,NA,147.65571023244752
22,6.761973689752512,5.811561801302151,NA,F,B,209.69991063253832
24,3.3405503175393605,NA,NA,F,B,224.77390997393837
51,5.438348979389937,4.932727525335563,5.757502167113224,M,A,NA
44,6.615563946657177,NA,6.478805009545022,F,C,245.07045090551074
55,5.693593715684489,NA,NA,M,B,NA
24,7.937546990549526,4.807185418389972,NA,F,C,145.5573630996427
49,5.041743131597699,NA,7.953206979396489,M,NA,NA
43,4.427556896195022,7.797408964628387,7.047383660788057,M,C,200.89021422832872
24,5.385560857278001,NA,NA,F,NA,213.3925228694549
24,3.0604228612087585,NA,9.170795033708515,F,A,277.51320756591076
36,5.897683644130545,NA,NA,M,B,218.3277996495588
45,8.259292382342954,NA,6.690894822753664,F,C,211.80948827269648
28,8.10300938273958,NA,8.052265402452646,F,C,238.61428049032767
22,2.813006255835879,NA,5.462234402852724,F,NA,177.45357258501286
43,3.3677690085365204,NA,NA,F,NA,244.75776871328137
26,4.266674498204106,NA,NA,M,C,210.04646210584804
27,5.251981550847833,5.216615084593685,5.531433403407121,M,B,155.350034237894
26,5.591501310861728,NA,5.587627455195424,F,NA,208.95940589793838
35,1.4633133117373336,NA,5.75675361622882,M,NA,289.16532351784525
15,4.372915698744183,NA,10,M,C,197.35520330155913
41,6.595435174372529,NA,NA,M,NA,370.5900487304729
28,6.981291426972128,5.722692680349708,NA,F,B,122.96396317863122
50,8.275804117735847,NA,8.989400367084102,F,C,NA
25,5.898713231298679,4.642354888185924,NA,M,NA,235.25266257277542
20,3.4283924547028013,5.467261037284193,NA,F,NA,189.03602198627448
49,5.204691748064279,6.620957709919804,NA,F,B,NA
39,5.41064248942713,3.347217829019674,5.550567556881721,M,A,139.17532925883546
45,6.093652947880572,NA,5.073410582820274,M,B,105.92943407696444
22,6.8616658581015475,6.957228403444014,NA,M,NA,321.83498619888746
37,6.254193052522163,3.244818113516074,NA,F,C,175.12534225394154
24,1.344005538922544,8.547521482327111,8.377961009869647,F,A,78.67759365522144
35,7.059683112956844,NA,5.911971262407343,M,A,206.25608825032657
46,7.467212463870771,3.1932144144545105,5.418956066023057,M,C,143.17912968388157
36,7.396996455243327,NA,6.578567165820557,M,NA,280.2762112570986
49,2.8434817777634676,NA,8.74442096278881,F,NA,NA
34,3.9212091648167102,NA,5.603818055645584,M,B,271.52959970799446
26,5.074261143177802,4.446162434368397,5.649985754796285,M,A,205.05537238157095
45,2.71392322647433,7.670680562359754,8.052949637018225,M,C,368.9773475975726
46,2.1152167662006702,NA,5.260794414917441,M,NA,98.63773472875664
26,8.127766235799946,6.6410004437045815,5.599453297343327,F,NA,126.9396753294123
29,3.7751740965520755,3.5455475156336,5.5473314925265695,M,C,301.39496903947406
48,6.139700868584392,NA,6.439032653259028,M,C,202.70357064122288
17,6.339175957942817,NA,NA,F,A,318.12508151202707
31,4.615168984340603,NA,NA,F,B,222.7354655663863
47,4.947971789051938,NA,5.789717893849278,F,NA,205.77455349098113
30,0.24083521482397519,2.6749262809727585,NA,F,NA,218.96828424335692
24,5.6236479891067646,NA,NA,F,NA,310.21932219016395
25,7.503941570876208,8.672560182451729,NA,M,A,202.3662655048609
28,4.626057233132255,4.594007348593645,NA,M,C,203.63679906460072
42,5.468102593451823,6.302552815567391,5.877460397714228,M,A,358.57663395932633
25,3.142060113140591,5.473689169945963,NA,M,C,292.3320634083014
22,7.194579268098618,NA,NA,F,A,227.0606350764076
44,6.246437490269754,5.401879037053653,NA,F,NA,188.89318307225744
33,3.1890481202342205,2.9191856810719634,5.296200779723276,M,A,257.0163317585333
18,5.312886303849265,7.9537470690754155,8.246653613342035,M,B,276.39342874306845
43,4.072176690155028,3.768784948008318,NA,F,A,162.80750920663078
22,7.156856961846643,6.576099883645397,NA,M,NA,296.3484873009123
22,3.247976139261132,1.8120193930159343,6.234463414137878,F,C,135.43896029330062
25,4.934922526564864,NA,NA,F,A,227.34682414888516
16,6.232003034863604,3.516914623868881,NA,F,NA,211.26836993617263
43,6.316081379080728,3.637277215126609,NA,M,NA,256.5191280493786
27,3.719624892502253,5.167669307035847,6.180890865923568,M,B,216.44758866213664
43,8.122707402875442,NA,5.729448634733636,F,NA,245.9250389465505
33,7.622845095720557,NA,NA,M,A,212.7886008281592
27,8.498585689733666,7.509487007273137,5.783578561672532,F,B,110.13075804220625
14,2.2263425992238033,NA,NA,M,B,320.1091221851406
